1, private, deeper_dark:amethyst_mines, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1210, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 5, 1, 1
1211, savanna, minecraft:savanna, CREATURE, mozombies_wave:survivor, 5, 1, 4
1212, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
1213, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1214, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
1215, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
1216, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
1217, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
1218, savanna, minecraft:savanna_plateau, MONSTER, minecraft:creeper, 80, 4, 4
1219, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
1220, savanna, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 10, 1, 4
1221, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
1222, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1223, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1224, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1225, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1226, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1227, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1228, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1229, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1230, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1231, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1232, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1233, savanna, minecraft:savanna_plateau, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1234, savanna, minecraft:savanna_plateau, CREATURE, minecraft:sheep, 12, 4, 4
1235, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 10, 4, 4
1236, savanna, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 10, 4, 4
1237, savanna, minecraft:savanna_plateau, CREATURE, minecraft:cow, 8, 4, 4
1238, savanna, minecraft:savanna_plateau, CREATURE, minecraft:goat, 5, 2, 4
1239, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 5, 1, 1
1240, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 8, 4, 4
1241, savanna, minecraft:savanna_plateau, CREATURE, mozombies_wave:survivor, 5, 1, 4
1242, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
1243, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1244, private, minecraft:small_end_islands, MONSTER, minecraft:enderman, 10, 4, 4
1245, private, minecraft:small_end_islands, CREATURE, mozombies_wave:survivor, 5, 1, 4
1246, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
1247, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
1248, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
1249, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 20, 4, 4
1250, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
1251, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
1252, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 10, 1, 4
1253, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
1254, beach, minecraft:snowy_beach, MONSTER, minecraft:stray, 80, 4, 4
1255, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1256, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1257, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1258, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1259, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1260, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1261, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1262, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1263, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1264, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1265, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1266, beach, minecraft:snowy_beach, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1267, beach, minecraft:snowy_beach, CREATURE, mozombies_wave:survivor, 5, 1, 4
1268, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1269, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1270, icy, minecraft:snowy_plains, MONSTER, minecraft:spider, 80, 4, 4
1271, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie, 80, 4, 4
1272, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
1273, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
1274, icy, minecraft:snowy_plains, MONSTER, minecraft:creeper, 80, 4, 4
1275, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 80, 4, 4
1276, icy, minecraft:snowy_plains, MONSTER, minecraft:enderman, 10, 1, 4
1277, icy, minecraft:snowy_plains, MONSTER, minecraft:witch, 5, 1, 1
1278, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 80, 4, 4
1279, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1280, icy, minecraft:snowy_plains, MONSTER, hwg:merc, 5, 1, 2
1281, icy, minecraft:snowy_plains, MONSTER, hwg:spy, 5, 1, 2
1282, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1283, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1284, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1285, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1286, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1287, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1288, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1289, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1290, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1291, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1292, icy, minecraft:snowy_plains, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1293, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
1294, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 5, 1, 2
1295, icy, minecraft:snowy_plains, CREATURE, mozombies_wave:survivor, 5, 1, 4
1296, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
1297, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1298, icy, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
1299, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
1300, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
1301, icy, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 20, 4, 4
1302, icy, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 80, 4, 4
1303, icy, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
1304, icy, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 10, 1, 4
1305, icy, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
1306, icy, minecraft:snowy_slopes, MONSTER, minecraft:stray, 80, 4, 4
1307, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1308, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1309, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1310, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1311, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1312, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1313, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1314, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1315, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1316, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1317, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1318, icy, minecraft:snowy_slopes, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1319, icy, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 5, 2, 3
1320, icy, minecraft:snowy_slopes, CREATURE, minecraft:goat, 5, 1, 3
1321, icy, minecraft:snowy_slopes, CREATURE, mozombies_wave:survivor, 5, 1, 4
1322, icy, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
1323, icy, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1324, icy, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
1325, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1326, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1327, icy, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 20, 4, 4
1328, icy, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1329, icy, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
1330, icy, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1331, icy, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
1332, icy, minecraft:snowy_taiga, MONSTER, minecraft:stray, 80, 4, 4
1333, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1334, icy, minecraft:snowy_taiga, MONSTER, minecraft:giant, 5, 1, 2
1335, icy, minecraft:snowy_taiga, MONSTER, hwg:merc, 5, 1, 2
1336, icy, minecraft:snowy_taiga, MONSTER, hwg:spy, 5, 1, 2
1337, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1338, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1339, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1340, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1341, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1342, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1343, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1344, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1345, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1346, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1347, icy, minecraft:snowy_taiga, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1348, icy, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1349, icy, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
1350, icy, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1351, icy, minecraft:snowy_taiga, CREATURE, minecraft:cow, 8, 4, 4
1352, icy, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1353, icy, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1354, icy, minecraft:snowy_taiga, CREATURE, minecraft:fox, 8, 2, 4
1355, icy, minecraft:snowy_taiga, CREATURE, mozombies_wave:survivor, 5, 1, 4
1356, icy, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1357, icy, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1358, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
1359, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
1360, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
1361, nether, minecraft:soul_sand_valley, MONSTER, minecraft:wither_skeleton, 5, 2, 2
1362, nether, minecraft:soul_sand_valley, MONSTER, mozombies_wave:nether_zombie, 5, 1, 4
1363, nether, minecraft:soul_sand_valley, MONSTER, hwg:technodemon_greater_1, 5, 1, 1
1364, nether, minecraft:soul_sand_valley, MONSTER, hwg:technodemon_lesser_1, 5, 1, 2
1365, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 5, 1, 4
1366, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
1367, nether, minecraft:soul_sand_valley, CREATURE, mozombies_wave:survivor, 5, 1, 4
1368, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
1369, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
1370, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
1371, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
1372, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
1373, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
1374, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 10, 1, 4
1375, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 6, 1, 1
1376, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1377, jungle, minecraft:sparse_jungle, MONSTER, hwg:merc, 5, 1, 2
1378, jungle, minecraft:sparse_jungle, MONSTER, skeletalremains:overgrownskeleton, 50, 1, 2
1379, jungle, minecraft:sparse_jungle, MONSTER, hwg:spy, 5, 1, 2
1380, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1381, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1382, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1383, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1384, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1385, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1386, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1387, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1388, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1389, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1390, jungle, minecraft:sparse_jungle, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1391, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
1392, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
1393, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1394, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 8, 4, 4
1395, jungle, minecraft:sparse_jungle, CREATURE, minecraft:frog, 20, 2, 5
1396, jungle, minecraft:sparse_jungle, CREATURE, mozombies_wave:survivor, 5, 1, 4
1397, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
1398, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1399, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
1400, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1401, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
1402, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1403, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:creeper, 80, 4, 4
1404, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
1405, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 10, 1, 4
1406, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
1407, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1408, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1409, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1410, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1411, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1412, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1413, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1414, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1415, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1416, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1417, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1418, extreme_hills, minecraft:stony_peaks, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1419, extreme_hills, minecraft:stony_peaks, CREATURE, mozombies_wave:survivor, 5, 1, 4
1420, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1421, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1422, private, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
1423, private, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
1424, private, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 5, 1, 1
1425, private, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
1426, private, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
1427, private, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
1428, private, minecraft:stony_shore, MONSTER, minecraft:enderman, 10, 1, 4
1429, private, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
1430, private, minecraft:stony_shore, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1431, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1432, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1433, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1434, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1435, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1436, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1437, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1438, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1439, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1440, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1441, private, minecraft:stony_shore, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1442, private, minecraft:stony_shore, CREATURE, mozombies_wave:survivor, 5, 1, 4
1443, private, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1444, private, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1445, plains, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
1446, plains, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 4, 4
1447, plains, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
1448, plains, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
1449, plains, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
1450, plains, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
1451, plains, minecraft:sunflower_plains, MONSTER, minecraft:enderman, 10, 1, 4
1452, plains, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
1453, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1454, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1455, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1456, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1457, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1458, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1459, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1460, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1461, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1462, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1463, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1464, plains, minecraft:sunflower_plains, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1465, plains, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 4, 4
1466, plains, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 4, 4
1467, plains, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 4, 4
1468, plains, minecraft:sunflower_plains, CREATURE, minecraft:cow, 8, 4, 4
1469, plains, minecraft:sunflower_plains, CREATURE, minecraft:horse, 5, 2, 6
1470, plains, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 5, 1, 3
1471, plains, minecraft:sunflower_plains, CREATURE, mozombies_wave:survivor, 5, 1, 4
1472, plains, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
1473, plains, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1474, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
1475, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 19, 4, 4
1476, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
1477, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1478, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 80, 4, 4
1479, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
1480, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 10, 1, 4
1481, swamp, minecraft:swamp, MONSTER, minecraft:witch, 10, 1, 1
1482, swamp, minecraft:swamp, MONSTER, minecraft:slime, 5, 1, 1
1483, swamp, minecraft:swamp, MONSTER, minecraft:drowned, 80, 4, 4
1484, swamp, minecraft:swamp, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1485, swamp, minecraft:swamp, MONSTER, skeletalremains:swampedskeleton, 70, 1, 3
1486, swamp, minecraft:swamp, MONSTER, skeletalremains:swampedskeleton, 70, 1, 3
1487, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1488, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1489, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1490, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1491, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1492, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1493, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1494, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1495, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1496, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1497, swamp, minecraft:swamp, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1498, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
1499, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
1500, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
1501, swamp, minecraft:swamp, CREATURE, minecraft:cow, 8, 4, 4
1502, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
1503, swamp, minecraft:swamp, CREATURE, mozombies_wave:survivor, 5, 1, 4
1504, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
1505, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1506, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
1507, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
1508, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1509, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1510, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
1511, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
1512, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 10, 1, 4
